Format Version,1.1,Take Name,Take 2026-06-19 04.10.03 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-06-19 04.10.03.102 PM,Total Frames,36281,Rotation Type,Quaternion

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Marker-10000,Marker-10000,Marker-10000,Marker-10001,Marker-10001,Marker-10001,Marker-10002,Marker-10002,Marker-10002
,,"8392B20CF49E35702710","8392B20CF49E35702710","8392B20CF49E35702710","8392B20CF49E35702711","8392B20CF49E35702711","8392B20CF49E35702711","8392B20CF49E35702712","8392B20CF49E35702712","8392B20CF49E35702712"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z
10057,83.808333,-1.503104,1.368084,0.861824,-1.522346,1.363943,0.837663,-1.546152,1.375278,0.855287
10058,83.816667,-1.502498,1.368137,0.862284,-1.522284,1.364083,0.838084,-1.545446,1.375496,0.855757
10059,83.825000,-1.501925,1.368197,0.862762,-1.521661,1.364246,0.838524,-1.545004,1.375602,0.856157
10060,83.833333,-1.501374,1.368247,0.863268,-1.521101,1.364421,0.838981,-1.544390,1.375801,0.856652
10061,83.841667,-1.500822,1.368290,0.863774,-1.520530,1.364602,0.839464,-1.543845,1.375967,0.857109
10062,83.850000,-1.500239,1.368314,0.864274,-1.519407,1.364818,0.840046,-1.543229,1.376166,0.857632
10063,83.858333,-1.499623,1.368354,0.864754,-1.519339,1.364905,0.840422,-1.542570,1.376369,0.858103
10064,83.866667,-1.499000,1.368385,0.865213,-1.518193,1.365073,0.840931,-1.541855,1.376563,0.858555
10065,83.875000,-1.498415,1.368390,0.865679,-1.517322,1.365225,0.841540,-1.541296,1.376700,0.858915
10066,83.883333,-1.497796,1.368354,0.866043,-1.516880,1.365226,0.841605,-1.540734,1.376808,0.859182
10067,83.891667,-1.497104,1.368259,0.866332,-1.516185,1.365425,0.841934,-1.539920,1.376932,0.859526
10068,83.900000,-1.496266,1.368171,0.866610,-1.515400,1.365311,0.842184,-1.539018,1.377031,0.859849
10069,83.908333,-1.495456,1.368057,0.866977,-1.514524,1.365404,0.842481,-1.538075,1.377115,0.860094
10070,83.916667,-1.494613,1.367973,0.867255,-1.513627,1.365437,0.842728,-1.537281,1.377161,0.860333
10071,83.925000,-1.493743,1.367875,0.867601,-1.512759,1.365356,0.842965,-1.536301,1.377251,0.860638
10072,83.933333,-1.492830,1.367757,0.867970,-1.512339,1.365391,0.843370,-1.535455,1.377295,0.860941
10073,83.941667,-1.491855,1.367645,0.868399,-1.511337,1.365375,0.843767,-1.534414,1.377400,0.861308
10074,83.950000,-1.490866,1.367532,0.868892,-1.509773,1.365506,0.844193,-1.533264,1.377085,0.861903
10075,83.958333,-1.489867,1.367435,0.869377,-1.508727,1.365603,0.844598,-1.532222,1.377673,0.862239
10076,83.966667,-1.488977,1.367446,0.869911,-1.507322,1.366152,0.845934,-1.531272,1.377819,0.862743
10077,83.975000,-1.488287,1.367576,0.870594,-1.507154,1.365821,0.845668,-1.530570,1.378012,0.863372
10078,83.983333,-1.488020,1.367770,0.871376,-1.506422,1.366631,0.847291,-1.530309,1.378232,0.864054
10079,83.991667,-1.487977,1.368034,0.872247,-1.506337,1.366973,0.848081,-1.530338,1.378513,0.864895
10080,84.000000,-1.488178,1.368359,0.873093,-1.506662,1.367365,0.848993,-1.530459,1.378885,0.865906
10081,84.008333,-1.488582,1.368779,0.874085,-1.507461,1.367470,0.849160,-1.530883,1.379286,0.866934
10082,84.016667,-1.489021,1.369216,0.875173,-1.507879,1.367929,0.850223,-1.531415,1.379724,0.868042
10083,84.025000,-1.489421,1.369668,0.876198,-1.508335,1.368576,0.851454,-1.531785,1.380170,0.869282
10084,84.033333,-1.489809,1.370112,0.877350,-1.508643,1.369079,0.852615,-1.532191,1.380556,0.870496
10085,84.041667,-1.490062,1.370492,0.878397,-1.508836,1.369487,0.853696,-1.532463,1.380936,0.871634
10086,84.050000,-1.490207,1.370879,0.879479,-1.509057,1.369993,0.854768,-1.532575,1.381311,0.872754
10087,84.058333,-1.490320,1.371223,0.880555,-1.509171,1.370455,0.855895,-1.532714,1.381669,0.873867
10088,84.066667,-1.490426,1.371577,0.881712,-1.509016,1.371165,0.857551,-1.532741,1.382068,0.875124
10089,84.075000,-1.490507,1.371920,0.882931,-1.509048,1.371508,0.858764,-1.532901,1.382412,0.876423
10090,84.083333,-1.490550,1.372264,0.884242,-1.509215,1.371898,0.859961,-1.532947,1.382343,0.877892
10091,84.091667,-1.490651,1.372667,0.885589,-1.509591,1.372344,0.860983,-1.533174,1.383152,0.879148
10092,84.100000,-1.490820,1.373091,0.887028,-1.509747,1.372898,0.862392,-1.533326,1.383605,0.880617
10093,84.108333,-1.490973,1.373518,0.888510,-1.510047,1.373511,0.863886,-1.533557,1.384039,0.882120
10094,84.116667,-1.491233,1.373987,0.890051,-1.509917,1.374468,0.866064,-1.533779,1.384509,0.883759
10095,84.125000,-1.491472,1.374423,0.891718,-1.510251,1.375065,0.867715,-1.534002,1.384502,0.885603
10096,84.133333,-1.491762,1.374875,0.893385,-1.510486,1.375664,0.869430,-1.534346,1.385377,0.887266
10097,84.141667,-1.491994,1.375322,0.895100,-1.511070,1.375840,0.870600,-1.534536,1.385862,0.889078
10098,84.150000,-1.492258,1.375811,0.896886,-1.511355,1.376536,0.872421,-1.534734,1.386355,0.890947
10099,84.158333,-1.492451,1.376248,0.898603,-1.511705,1.376959,0.873980,-1.535014,1.386750,0.892756
10100,84.166667,-1.492680,1.376674,0.900321,-1.511795,1.377651,0.875883,-1.535184,1.387186,0.894570
10101,84.175000,-1.492817,1.377041,0.901941,-1.512030,1.378257,0.877498,-1.535358,1.387608,0.896319
10102,84.183333,-1.493010,1.377463,0.903629,-1.512422,1.378627,0.878996,-1.535610,1.387956,0.898002
10103,84.191667,-1.493217,1.377814,0.905201,-1.512736,1.379219,0.880571,-1.535878,1.388301,0.899666
10104,84.200000,-1.493511,1.378171,0.906725,-1.512956,1.379614,0.882137,-1.536106,1.388659,0.901268
10105,84.208333,-1.493735,1.378485,0.908249,-1.513243,1.380091,0.883581,-1.536354,1.388958,0.902828
10106,84.216667,-1.493922,1.378747,0.909714,-1.513416,1.380540,0.885135,-1.536579,1.389220,0.904360
10107,84.225000,-1.494116,1.379037,0.911170,-1.513651,1.381029,0.886540,-1.536741,1.389531,0.905904
10108,84.233333,-1.494242,1.379300,0.912636,-1.513726,1.381599,0.888121,-1.536892,1.389785,0.907423
10109,84.241667,-1.494369,1.379510,0.914133,-1.513749,1.382109,0.889729,-1.537025,1.390022,0.909018
10110,84.250000,-1.494557,1.379767,0.915647,-1.513830,1.382532,0.891400,-1.537209,1.390230,0.910560
10111,84.258333,-1.494681,1.379980,0.917152,-1.513976,1.382840,0.892945,-1.537379,1.390446,0.912158
10112,84.266667,-1.494881,1.380182,0.918720,-1.514376,1.383209,0.894426,-1.537625,1.390630,0.913781
10113,84.275000,-1.495096,1.380374,0.920352,-1.514552,1.383541,0.896102,-1.537891,1.390843,0.915498
10114,84.283333,-1.495409,1.380650,0.922124,-1.514885,1.384305,0.897702,-1.538181,1.391061,0.917324
10115,84.291667,-1.495785,1.380877,0.923862,-1.515275,1.384699,0.899524,-1.538574,1.391266,0.919223
10116,84.300000,-1.496380,1.381196,0.925639,-1.515862,1.385159,0.901315,-1.539181,1.391439,0.921167
10117,84.308333,-1.497187,1.381548,0.927509,-1.516683,1.385688,0.903180,-1.539985,1.391635,0.923177
10118,84.316667,-1.498206,1.381901,0.929437,-1.517960,1.386387,0.904856,-1.541052,1.391834,0.925204
10119,84.325000,-1.499386,1.382282,0.931422,-1.518921,1.386720,0.907116,-1.542323,1.391991,0.927245
10120,84.333333,-1.500665,1.382629,0.933380,-1.520525,1.387404,0.908912,-1.543680,1.392146,0.929356
10121,84.341667,-1.502013,1.382993,0.935385,-1.521914,1.387889,0.910974,-1.545071,1.392277,0.931496
10122,84.350000,-1.503409,1.383383,0.937521,-1.523394,1.388400,0.913155,-1.546568,1.392390,0.933663
10123,84.358333,-1.504860,1.383744,0.939667,-1.524820,1.388818,0.915351,-1.548080,1.392481,0.935883
10124,84.366667,-1.506345,1.384071,0.941867,-1.526339,1.389294,0.917621,-1.549643,1.392515,0.938178
10125,84.375000,-1.507766,1.384336,0.944194,-1.527855,1.389723,0.920047,-1.551197,1.392515,0.940571
10126,84.383333,-1.509202,1.384617,0.946524,-1.529318,1.390072,0.922446,-1.552693,1.392494,0.943071
10127,84.391667,-1.510657,1.384851,0.948855,-1.530874,1.390486,0.924884,-1.554123,1.392453,0.945624
10128,84.400000,-1.512148,1.385052,0.951321,-1.532336,1.390770,0.927395,-1.555637,1.392318,0.948175
10129,84.408333,-1.513607,1.385211,0.953833,-1.533875,1.391057,0.929981,-1.557202,1.392188,0.950757
10130,84.416667,-1.515134,1.385356,0.956308,-1.535461,1.391313,0.932502,-1.558762,1.392036,0.953407
10131,84.425000,-1.516676,1.385441,0.958774,-1.537036,1.391522,0.935053,-1.560388,1.391770,0.955986
10132,84.433333,-1.518224,1.385477,0.961204,-1.538688,1.391734,0.937512,-1.561971,1.391509,0.958411
10133,84.441667,-1.519781,1.385513,0.963467,-1.540277,1.391846,0.939824,-1.563563,1.391207,0.960764
10134,84.450000,-1.521372,1.385540,0.965668,-1.541902,1.391935,0.941985,-1.565226,1.390859,0.962913
10135,84.458333,-1.522994,1.385540,0.967581,-1.543562,1.391994,0.943985,-1.566876,1.390527,0.964914
10136,84.466667,-1.524640,1.385544,0.969309,-1.545238,1.392023,0.945777,-1.568510,1.390195,0.966736
10137,84.475000,-1.526280,1.385500,0.970960,-1.546901,1.392035,0.947519,-1.570185,1.389795,0.968401
10138,84.483333,-1.527900,1.385505,0.972383,-1.548532,1.392023,0.948939,-1.571773,1.389428,0.969883
10139,84.491667,-1.529405,1.385463,0.973637,-1.549626,1.392260,0.950891,-1.573207,1.389164,0.971325
10140,84.500000,-1.530894,1.385421,0.974617,-1.551171,1.392204,0.951957,-1.574848,1.388677,0.972218
10141,84.508333,-1.532342,1.385378,0.975551,-1.552678,1.392152,0.952931,-1.576355,1.388276,0.973148
10142,84.516667,-1.533730,1.385333,0.976411,-1.554124,1.392050,0.953733,-1.577740,1.387886,0.973997
10143,84.525000,-1.535132,1.385272,0.976952,-1.555585,1.391958,0.954425,-1.579183,1.387524,0.974675
10144,84.533333,-1.536315,1.385378,0.977821,-1.556963,1.391882,0.955090,-1.580359,1.387302,0.975492
10145,84.541667,-1.537965,1.385260,0.978038,-1.558406,1.391774,0.955709,-1.581735,1.386909,0.976113
10146,84.550000,-1.539259,1.385223,0.978578,-1.560099,1.391412,0.955836,-1.583160,1.386454,0.976491
10147,84.558333,-1.540539,1.385132,0.979126,-1.561277,1.391284,0.956447,-1.584406,1.386110,0.977045
10148,84.566667,-1.541484,1.385073,0.979637,-1.562423,1.391121,0.956765,-1.585397,1.385928,0.977495
10149,84.575000,-1.542174,1.384919,0.980284,-1.563098,1.390993,0.957404,-1.586279,1.385661,0.977920
10150,84.583333,-1.542577,1.384738,0.980939,-1.563494,1.390906,0.958177,-1.586756,1.385490,0.978387
10151,84.591667,-1.542656,1.384611,0.981733,-1.563579,1.390881,0.958944,-1.586884,1.385332,0.979159
10152,84.600000,-1.542520,1.384404,0.982525,-1.563463,1.390785,0.959758,-1.586777,1.385149,0.980029
10153,84.608333,-1.542292,1.384182,0.983454,-1.563248,1.390708,0.960740,-1.586463,1.385003,0.980992
10154,84.616667,-1.541982,1.383913,0.984494,-1.562923,1.390649,0.961819,-1.586120,1.384752,0.982088
10155,84.625000,-1.541611,1.383650,0.985690,-1.562656,1.390534,0.963026,-1.585779,1.384535,0.983207
10156,84.633333,-1.541363,1.383345,0.986767,-1.562404,1.390420,0.964204,-1.585466,1.384277,0.984499
10157,84.641667,-1.541186,1.383082,0.987825,-1.562297,1.390312,0.965315,-1.585187,1.384040,0.985803
10158,84.650000,-1.541047,1.382925,0.989209,-1.562263,1.390207,0.966452,-1.585083,1.383769,0.986980
10159,84.658333,-1.541101,1.382672,0.990278,-1.562367,1.390049,0.967626,-1.585161,1.383510,0.988065
10160,84.666667,-1.541346,1.382162,0.991264,-1.562062,1.390213,0.969858,-1.585300,1.383110,0.989342
10161,84.675000,-1.541162,1.381419,0.993199,-1.562675,1.389635,0.970319,-1.585519,1.382682,0.990699
10162,84.683333,-1.541312,1.381084,0.994421,-1.562795,1.389453,0.971665,-1.585599,1.382396,0.991993
10163,84.691667,-1.541374,1.380759,0.995608,-1.562873,1.389299,0.972950,-1.585667,1.382057,0.993268
10164,84.700000,-1.541450,1.380479,0.996802,-1.562922,1.389158,0.974190,-1.585734,1.381751,0.994467
10165,84.708333,-1.541436,1.380145,0.997975,-1.562935,1.388967,0.975481,-1.585699,1.381454,0.995689
10166,84.716667,-1.541486,1.379864,0.999153,-1.562989,1.388775,0.976666,-1.585697,1.381133,0.996894
10167,84.725000,-1.541742,1.379851,0.999929,-1.563069,1.388587,0.977827,-1.585782,1.380805,0.997994
10168,84.733333,-1.541781,1.379471,1.000904,-1.563203,1.388391,0.978923,-1.585846,1.380462,0.999096
10169,84.741667,-1.541855,1.379149,1.001980,-1.563327,1.388187,0.980050,-1.586007,1.380083,1.000153
10170,84.750000,-1.542007,1.378858,1.002946,-1.563380,1.387998,0.981062,-1.586107,1.379849,1.001105
10171,84.758333,-1.542019,1.378693,1.003840,-1.563374,1.387880,0.981975,-1.586103,1.379636,1.002014
10172,84.766667,-1.542006,1.378568,1.004388,-1.563325,1.387816,0.982601,-1.586052,1.379548,1.002613
10173,84.775000,-1.541886,1.378549,1.004709,-1.563205,1.387809,0.982862,-1.585939,1.379566,1.002883
10174,84.783333,-1.541739,1.378585,1.004590,-1.563086,1.387862,0.982775,-1.585811,1.379650,1.002820
10175,84.791667,-1.541605,1.378761,1.004241,-1.562997,1.387955,0.982358,-1.585710,1.379787,1.002456
10176,84.800000,-1.541478,1.378910,1.003701,-1.562890,1.388070,0.981764,-1.585595,1.379989,1.001834
10177,84.808333,-1.541453,1.379094,1.002914,-1.562823,1.388187,0.980985,-1.585529,1.380174,1.001103
10178,84.816667,-1.541424,1.379300,1.002028,-1.562802,1.388301,0.980068,-1.585527,1.380417,1.000203
10179,84.825000,-1.541373,1.379539,1.001080,-1.562768,1.388473,0.979085,-1.585500,1.380659,0.999260
10180,84.833333,-1.541358,1.379803,1.000078,-1.562308,1.388954,0.978931,-1.585494,1.380937,0.998207
10181,84.841667,-1.541327,1.380068,0.999048,-1.562309,1.389134,0.977833,-1.585436,1.381204,0.997203
10182,84.850000,-1.541329,1.380377,0.998038,-1.562214,1.389316,0.976753,-1.585385,1.381545,0.996127
10183,84.858333,-1.541285,1.380612,0.997200,-1.562110,1.389455,0.975904,-1.585316,1.381801,0.995258
10184,84.866667,-1.541085,1.380749,0.996626,-1.561932,1.389510,0.975294,-1.585218,1.382044,0.994501
10185,84.875000,-1.540863,1.380885,0.996320,-1.562057,1.389591,0.974631,-1.585165,1.382177,0.994032
10186,84.883333,-1.540702,1.380928,0.996016,-1.561515,1.389672,0.974699,-1.585014,1.382252,0.993832
10187,84.891667,-1.540542,1.380982,0.995852,-1.561348,1.389723,0.974533,-1.584746,1.382316,0.993792
10188,84.900000,-1.540369,1.380998,0.995686,-1.561975,1.391507,0.974476,-1.584479,1.382408,0.993745
10189,84.908333,-1.540139,1.381045,0.995566,-1.561061,1.392910,0.975048,-1.584183,1.382609,0.993570
10190,84.916667,-1.539500,1.380778,0.995918,-1.560796,1.389574,0.973269,-1.583804,1.382763,0.993509
10191,84.925000,-1.539230,1.381145,0.995493,-1.560129,1.389554,0.973250,-1.583269,1.382880,0.993458
10192,84.933333,-1.538440,1.381053,0.995420,-1.559294,1.389619,0.973282,-1.582433,1.383042,0.993431
10193,84.941667,-1.537357,1.380996,0.995475,-1.558362,1.389754,0.973080,-1.581341,1.383267,0.993445
10194,84.950000,-1.536277,1.381007,0.995167,-1.557193,1.389860,0.972826,-1.580046,1.383560,0.993360
10195,84.958333,-1.535009,1.381078,0.994796,-1.555230,1.390265,0.973493,-1.578747,1.383886,0.992957
10196,84.966667,-1.533740,1.381082,0.994253,-1.553087,1.390004,0.973714,-1.577494,1.384226,0.992432
10197,84.975000,-1.532359,1.381141,0.993646,-1.552965,1.390152,0.971464,-1.576126,1.384580,0.991824
10198,84.983333,-1.530583,1.380803,0.993466,-1.551582,1.390236,0.970714,-1.574713,1.384985,0.991104
10199,84.991667,-1.529136,1.380852,0.992599,-1.550091,1.390362,0.969792,-1.573311,1.385388,0.990166
10200,85.000000,-1.528106,1.381289,0.991124,-1.548411,1.390479,0.968824,-1.571761,1.385802,0.989165
10201,85.008333,-1.526066,1.380903,0.990536,-1.546880,1.390630,0.967386,-1.570038,1.386212,0.988035
10202,85.016667,-1.525188,1.381131,0.988341,-1.544754,1.390681,0.966180,-1.568208,1.386712,0.986687
10203,85.025000,-1.522650,1.381373,0.987346,-1.542714,1.390768,0.964565,-1.566177,1.387237,0.985064
10204,85.033333,-1.521165,1.381349,0.985292,-1.540493,1.390855,0.962828,-1.564072,1.387742,0.983322
10205,85.041667,-1.518817,1.381374,0.983485,-1.538103,1.390906,0.960910,-1.561678,1.388315,0.981429
10206,85.050000,-1.516477,1.381420,0.981631,-1.535604,1.390924,0.958996,-1.559186,1.388752,0.979527
10207,85.058333,-1.513376,1.381450,0.980115,-1.533031,1.390891,0.956945,-1.556679,1.389193,0.977526
10208,85.066667,-1.510814,1.381332,0.978137,-1.530540,1.390786,0.954826,-1.554132,1.389515,0.975459
10209,85.075000,-1.508285,1.381181,0.976009,-1.527929,1.390604,0.952634,-1.551472,1.389977,0.973456
10210,85.083333,-1.505880,1.381042,0.973821,-1.525337,1.390439,0.950377,-1.548990,1.390188,0.971025
10211,85.091667,-1.503336,1.380801,0.971717,-1.522707,1.390175,0.948108,-1.546391,1.390418,0.968765
10212,85.100000,-1.500787,1.380488,0.969552,-1.520055,1.389868,0.945893,-1.543702,1.390656,0.966536
10213,85.108333,-1.498204,1.380156,0.967400,-1.517446,1.389552,0.943736,-1.541018,1.390747,0.964397
10214,85.116667,-1.495651,1.379736,0.965398,-1.514801,1.389161,0.941649,-1.538327,1.390828,0.962305
10215,85.125000,-1.493160,1.379279,0.963546,-1.512229,1.388705,0.939718,-1.535706,1.390830,0.960310
10216,85.133333,-1.490812,1.378777,0.961729,-1.509750,1.388230,0.937896,-1.533196,1.390789,0.958462
10217,85.141667,-1.488477,1.378234,0.960191,-1.507310,1.387746,0.936247,-1.530775,1.390703,0.956715
10218,85.150000,-1.486218,1.377676,0.958742,-1.504939,1.387233,0.934810,-1.528365,1.390608,0.955161
10219,85.158333,-1.484048,1.377124,0.957517,-1.502676,1.386733,0.933513,-1.526067,1.390507,0.953875
10220,85.166667,-1.481990,1.376557,0.956554,-1.500555,1.386273,0.932437,-1.523902,1.390365,0.952759
10221,85.175000,-1.480075,1.375950,0.955604,-1.498375,1.385847,0.931670,-1.521806,1.390233,0.951818
10222,85.183333,-1.478225,1.375382,0.954890,-1.496461,1.385251,0.930712,-1.519753,1.390025,0.950958
10223,85.191667,-1.476402,1.374784,0.954235,-1.494553,1.384745,0.930033,-1.517799,1.389828,0.950240
10224,85.200000,-1.474679,1.374203,0.953646,-1.492651,1.384355,0.929521,-1.515911,1.389631,0.949598
10225,85.208333,-1.473169,1.373764,0.953162,-1.491063,1.383966,0.929002,-1.514237,1.389514,0.949067
10226,85.216667,-1.472091,1.373460,0.952643,-1.490066,1.383601,0.928323,-1.513088,1.389314,0.948684
10227,85.225000,-1.471576,1.373354,0.952222,-1.489520,1.383455,0.927854,-1.512485,1.389283,0.948181
10228,85.233333,-1.471618,1.373390,0.951846,-1.489543,1.383406,0.927416,-1.512535,1.389284,0.947713
10229,85.241667,-1.472072,1.373553,0.951426,-1.489786,1.383312,0.927379,-1.513031,1.389390,0.947381
10230,85.250000,-1.472926,1.373888,0.951103,-1.490676,1.383531,0.927049,-1.513737,1.389200,0.947353
10231,85.258333,-1.474047,1.374259,0.950870,-1.491845,1.383786,0.926770,-1.514888,1.389406,0.947079
10232,85.266667,-1.475217,1.374670,0.950691,-1.493085,1.384073,0.926595,-1.516169,1.389558,0.946899
10233,85.275000,-1.476323,1.375051,0.950572,-1.494524,1.384521,0.926105,-1.517647,1.390062,0.946457
10234,85.283333,-1.477328,1.375382,0.950317,-1.495587,1.384739,0.925928,-1.518747,1.390174,0.946306
10235,85.291667,-1.478178,1.375679,0.950154,-1.496409,1.384925,0.925719,-1.519687,1.390316,0.946180
10236,85.300000,-1.478772,1.375869,0.949824,-1.497020,1.385018,0.925449,-1.520350,1.390405,0.945888
10237,85.308333,-1.479211,1.376049,0.949530,-1.497462,1.385154,0.925096,-1.520618,1.390536,0.945671
10238,85.316667,-1.479411,1.376137,0.949074,-1.497658,1.385099,0.924616,-1.520814,1.390570,0.945235
10239,85.325000,-1.479494,1.376143,0.948619,-1.497810,1.385109,0.924131,-1.521022,1.390510,0.944555
10240,85.333333,-1.479466,1.376163,0.948121,-1.497756,1.385027,0.923566,-1.521001,1.390522,0.944012
10241,85.341667,-1.479406,1.376165,0.947568,-1.497725,1.385019,0.923047,-1.520888,1.390536,0.943450
10242,85.350000,-1.479316,1.376198,0.946975,-1.497357,1.384736,0.922727,-1.520775,1.390569,0.942872
10243,85.358333,-1.479275,1.376229,0.946432,-1.497324,1.384654,0.922131,-1.520721,1.390594,0.942215
10244,85.366667,-1.479265,1.376284,0.945773,-1.497329,1.384614,0.921436,-1.520717,1.390650,0.941427
10245,85.375000,-1.479312,1.376342,0.945002,-1.497198,1.384642,0.921072,-1.520552,1.390368,0.941027
10246,85.383333,-1.479391,1.376395,0.944319,-1.497533,1.384521,0.919900,-1.520652,1.390406,0.940230
10247,85.391667,-1.479563,1.376450,0.943501,-1.497805,1.384487,0.919137,-1.521139,1.390747,0.939133
10248,85.400000,-1.479903,1.376609,0.942640,-1.498111,1.384446,0.918259,-1.521478,1.390771,0.938192
10249,85.408333,-1.480290,1.376735,0.941718,-1.498515,1.384404,0.917298,-1.521911,1.390826,0.937185
10250,85.416667,-1.480780,1.376908,0.940747,-1.498965,1.384358,0.916300,-1.522388,1.390864,0.936178
10251,85.425000,-1.481265,1.377023,0.939739,-1.499502,1.384323,0.915276,-1.522893,1.390934,0.935119
10252,85.433333,-1.481711,1.377143,0.938691,-1.499997,1.384283,0.914204,-1.523408,1.390937,0.934027
10253,85.441667,-1.482188,1.377297,0.937650,-1.500598,1.383825,0.913129,-1.523929,1.390963,0.932877
10254,85.450000,-1.482589,1.377378,0.936455,-1.501037,1.383764,0.911910,-1.524338,1.390982,0.931615
10255,85.458333,-1.482916,1.377427,0.935284,-1.501346,1.384039,0.910697,-1.524713,1.390953,0.930384
10256,85.466667,-1.483263,1.377472,0.933941,-1.501784,1.383602,0.909382,-1.525054,1.390917,0.929071
10257,85.475000,-1.483572,1.377567,0.932767,-1.501975,1.383416,0.908170,-1.525361,1.390871,0.927672
10258,85.483333,-1.483837,1.377580,0.931347,-1.502257,1.383277,0.906797,-1.525656,1.390834,0.926238
10259,85.491667,-1.484090,1.377589,0.929997,-1.502569,1.383136,0.905407,-1.525905,1.390811,0.924838
10260,85.500000,-1.484356,1.377566,0.928684,-1.502858,1.382931,0.904055,-1.526219,1.390698,0.923366
10261,85.508333,-1.484684,1.377589,0.927255,-1.503251,1.382765,0.902448,-1.526502,1.390630,0.921892
