Format Version,1.1,Take Name,Take 2026-06-19 04.10.03 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2026-06-19 04.10.03.102 PM,Total Frames,36281,Rotation Type,Quaternion

,,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,,Marker-10000,Marker-10000,Marker-10000,Marker-10001,Marker-10001,Marker-10001,Marker-10002,Marker-10002,Marker-10002
,,"8392B20CF49E35702710","8392B20CF49E35702710","8392B20CF49E35702710","8392B20CF49E35702711","8392B20CF49E35702711","8392B20CF49E35702711","8392B20CF49E35702712","8392B20CF49E35702712","8392B20CF49E35702712"
,,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time,X,Y,Z,X,Y,Z,X,Y,Z
22159,184.658333,-1.498223,1.365339,0.857309,-1.517809,1.360973,0.833271,-1.541399,1.372591,0.850867
22160,184.666667,-1.498517,1.365450,0.857395,-1.518572,1.361090,0.833374,-1.541831,1.372823,0.850925
22161,184.675000,-1.498848,1.365587,0.857529,-1.518260,1.361182,0.833528,-1.542001,1.372772,0.851136
22162,184.683333,-1.499132,1.365713,0.857750,-1.518481,1.361307,0.833755,-1.542275,1.372894,0.851348
22163,184.691667,-1.499345,1.365857,0.858000,-1.518739,1.361507,0.834024,-1.542478,1.373014,0.851598
22164,184.700000,-1.499499,1.366021,0.858297,-1.519491,1.361674,0.834288,-1.542636,1.373155,0.851930
22165,184.708333,-1.499637,1.366201,0.858642,-1.519612,1.361872,0.834613,-1.542778,1.373304,0.852279
22166,184.716667,-1.499729,1.366352,0.859021,-1.519685,1.362072,0.834974,-1.542876,1.373465,0.852658
22167,184.725000,-1.499816,1.366510,0.859346,-1.519805,1.362268,0.835307,-1.542973,1.373606,0.853004
22168,184.733333,-1.499903,1.366657,0.859644,-1.519884,1.362439,0.835603,-1.543078,1.373726,0.853301
22169,184.741667,-1.499962,1.366791,0.859970,-1.519971,1.362573,0.835918,-1.543167,1.373867,0.853594
22170,184.750000,-1.500004,1.366900,0.860205,-1.519136,1.362902,0.836818,-1.543202,1.373992,0.853888
22171,184.758333,-1.500055,1.367023,0.860457,-1.520006,1.362859,0.836394,-1.543167,1.374127,0.854175
22172,184.766667,-1.500068,1.367127,0.860695,-1.519221,1.363119,0.837182,-1.543201,1.374227,0.854411
22173,184.775000,-1.500106,1.367226,0.860956,-1.520078,1.363085,0.836858,-1.543241,1.374326,0.854634
22174,184.783333,-1.500152,1.367328,0.861155,-1.519302,1.363398,0.837698,-1.543292,1.374418,0.854866
22175,184.791667,-1.500216,1.367437,0.861381,-1.520188,1.363359,0.837304,-1.543366,1.374525,0.855106
22176,184.800000,-1.500272,1.367536,0.861613,-1.519695,1.363380,0.837674,-1.543436,1.374628,0.855381
22177,184.808333,-1.500342,1.367650,0.861883,-1.519793,1.363522,0.837917,-1.543530,1.374730,0.855652
22178,184.816667,-1.500460,1.367793,0.862198,-1.519891,1.363688,0.838229,-1.543639,1.374861,0.855951
22179,184.825000,-1.500570,1.367956,0.862491,-1.519976,1.363853,0.838508,-1.543737,1.374985,0.856270
22180,184.833333,-1.500647,1.368105,0.862800,-1.520601,1.364188,0.838691,-1.543830,1.375138,0.856588
22181,184.841667,-1.500714,1.368259,0.863153,-1.520688,1.364373,0.839036,-1.543916,1.375288,0.856919
22182,184.850000,-1.500779,1.368400,0.863454,-1.520775,1.364509,0.839359,-1.544014,1.375422,0.857265
22183,184.858333,-1.500848,1.368522,0.863763,-1.520843,1.364681,0.839652,-1.544014,1.375593,0.857631
22184,184.866667,-1.500936,1.368663,0.864068,-1.520919,1.364839,0.839972,-1.544092,1.375712,0.857938
22185,184.875000,-1.501044,1.368825,0.864394,-1.520162,1.365172,0.841020,-1.544214,1.375857,0.858265
22186,184.883333,-1.501153,1.368992,0.864744,-1.520268,1.365381,0.841365,-1.544333,1.375994,0.858621
22187,184.891667,-1.501287,1.369150,0.865140,-1.521268,1.365408,0.840995,-1.544479,1.376142,0.859013
22188,184.900000,-1.501477,1.369332,0.865556,-1.521443,1.365616,0.841437,-1.544694,1.376293,0.859461
22189,184.908333,-1.501676,1.369537,0.865970,-1.521645,1.365850,0.841881,-1.544929,1.376474,0.859910
22190,184.916667,-1.501927,1.369785,0.866512,-1.521883,1.366191,0.842374,-1.545177,1.376670,0.860433
22191,184.925000,-1.502142,1.370011,0.867067,-1.521268,1.366598,0.843747,-1.545428,1.376897,0.861031
22192,184.933333,-1.502361,1.370308,0.867720,-1.521527,1.366912,0.844378,-1.545655,1.377168,0.861752
22193,184.941667,-1.502593,1.370628,0.868520,-1.521761,1.367255,0.845122,-1.545855,1.377476,0.862530
22194,184.950000,-1.502900,1.370945,0.869322,-1.522868,1.367575,0.845107,-1.546152,1.377760,0.863381
22195,184.958333,-1.503369,1.371336,0.870160,-1.522603,1.368016,0.846819,-1.546607,1.378068,0.864272
22196,184.966667,-1.503994,1.371767,0.871070,-1.524067,1.368430,0.846828,-1.547292,1.378380,0.865173
22197,184.975000,-1.504772,1.372224,0.871942,-1.524495,1.368582,0.848044,-1.548196,1.378696,0.866097
22198,184.983333,-1.505767,1.372704,0.872867,-1.525219,1.369452,0.849540,-1.549227,1.379044,0.867068
22199,184.991667,-1.506907,1.373231,0.873858,-1.527068,1.370020,0.849585,-1.550423,1.379367,0.868082
22200,185.000000,-1.508070,1.373743,0.874803,-1.527579,1.370336,0.851472,-1.551612,1.379698,0.869178
22201,185.008333,-1.509247,1.374266,0.875808,-1.528732,1.370946,0.852642,-1.552770,1.380093,0.870383
22202,185.016667,-1.510377,1.374786,0.876965,-1.529841,1.371584,0.853828,-1.553945,1.380455,0.871630
22203,185.025000,-1.511454,1.375341,0.878207,-1.531378,1.371805,0.854466,-1.555073,1.380841,0.872919
22204,185.033333,-1.512465,1.375869,0.879440,-1.532025,1.372771,0.856414,-1.556093,1.381264,0.874309
22205,185.041667,-1.513486,1.376410,0.880751,-1.533680,1.373470,0.856692,-1.557240,1.381562,0.875678
22206,185.050000,-1.514572,1.376953,0.882142,-1.534098,1.373980,0.859195,-1.558304,1.381907,0.877098
22207,185.058333,-1.515600,1.377488,0.883524,-1.535099,1.374570,0.860649,-1.559352,1.382281,0.878593
22208,185.066667,-1.516639,1.378065,0.885000,-1.536177,1.375153,0.862079,-1.560158,1.382338,0.880418
22209,185.075000,-1.517698,1.378576,0.886409,-1.537277,1.375703,0.863563,-1.561455,1.382991,0.881664
22210,185.083333,-1.518822,1.379133,0.887822,-1.538484,1.376341,0.864895,-1.562592,1.383294,0.883136
22211,185.091667,-1.519966,1.379610,0.889301,-1.539919,1.376828,0.865914,-1.563579,1.383261,0.884929
22212,185.100000,-1.521048,1.380094,0.890715,-1.541309,1.377161,0.866942,-1.564977,1.383882,0.886194
22213,185.108333,-1.522092,1.380567,0.892174,-1.542409,1.378008,0.868214,-1.566093,1.384181,0.887720
22214,185.116667,-1.523133,1.381030,0.893607,-1.543667,1.378838,0.869427,-1.567153,1.384468,0.889344
22215,185.125000,-1.524100,1.381465,0.895131,-1.544646,1.379336,0.870926,-1.568273,1.384492,0.890344
22216,185.133333,-1.525101,1.381902,0.896609,-1.545654,1.379837,0.872449,-1.569247,1.384729,0.891915
22217,185.141667,-1.526136,1.382345,0.898157,-1.546828,1.380479,0.873912,-1.570247,1.384971,0.893497
22218,185.150000,-1.527189,1.382772,0.899651,-1.547892,1.380992,0.875439,-1.571290,1.385182,0.895022
22219,185.158333,-1.528265,1.383178,0.901242,-1.548986,1.381461,0.877091,-1.572391,1.385391,0.896652
22220,185.166667,-1.529350,1.383559,0.902824,-1.549984,1.381802,0.878654,-1.573510,1.385555,0.898332
22221,185.175000,-1.530498,1.383923,0.904374,-1.551298,1.382360,0.880223,-1.574656,1.385724,0.900019
22222,185.183333,-1.531664,1.384287,0.906038,-1.552343,1.382688,0.881919,-1.575861,1.385880,0.901684
22223,185.191667,-1.532843,1.384676,0.907621,-1.553537,1.383142,0.883540,-1.577077,1.386035,0.903377
22224,185.200000,-1.534001,1.385011,0.909269,-1.554728,1.383573,0.885197,-1.578162,1.386407,0.905622
22225,185.208333,-1.535164,1.385335,0.910966,-1.555904,1.383942,0.886913,-1.579483,1.386234,0.906848
22226,185.216667,-1.536307,1.385611,0.912779,-1.557070,1.384355,0.888680,-1.580524,1.386593,0.909225
22227,185.225000,-1.537346,1.385899,0.914699,-1.558127,1.384751,0.890612,-1.581624,1.386666,0.911204
22228,185.233333,-1.538213,1.386165,0.916641,-1.559002,1.385215,0.892578,-1.582507,1.386810,0.913178
22229,185.241667,-1.538821,1.386410,0.918541,-1.559623,1.385631,0.894567,-1.583137,1.387009,0.915193
22230,185.250000,-1.539133,1.386637,0.920557,-1.559959,1.386052,0.896560,-1.583449,1.387216,0.917238
22231,185.258333,-1.539228,1.386831,0.922567,-1.560091,1.386491,0.898602,-1.583539,1.387437,0.919302
22232,185.266667,-1.538956,1.386675,0.924939,-1.560072,1.386884,0.900626,-1.583533,1.387629,0.921327
22233,185.275000,-1.539151,1.387181,0.926662,-1.560018,1.387280,0.902635,-1.583465,1.387817,0.923378
22234,185.283333,-1.539114,1.387313,0.928561,-1.559977,1.387645,0.904629,-1.583363,1.388002,0.925387
22235,185.291667,-1.538843,1.387119,0.930808,-1.560021,1.387988,0.906475,-1.583287,1.388165,0.927359
22236,185.300000,-1.538877,1.387238,0.932680,-1.560216,1.388419,0.908274,-1.583290,1.388292,0.929264
22237,185.308333,-1.539156,1.387633,0.934175,-1.560328,1.388666,0.910111,-1.583399,1.388359,0.931162
22238,185.316667,-1.539295,1.387706,0.935903,-1.560518,1.388975,0.911922,-1.583521,1.388451,0.932984
22239,185.325000,-1.539436,1.387748,0.937595,-1.560681,1.389170,0.913602,-1.583653,1.388470,0.934735
22240,185.333333,-1.539569,1.387766,0.939151,-1.560849,1.389370,0.915188,-1.583804,1.388478,0.936331
22241,185.341667,-1.539712,1.387812,0.940652,-1.560961,1.389570,0.916701,-1.583938,1.388507,0.937810
22242,185.350000,-1.539854,1.387825,0.941996,-1.561057,1.389712,0.918104,-1.584012,1.388532,0.939226
22243,185.358333,-1.539993,1.387846,0.943327,-1.561169,1.389880,0.919444,-1.584092,1.388517,0.940560
22244,185.366667,-1.540127,1.387827,0.944626,-1.561258,1.389992,0.920787,-1.584188,1.388492,0.941908
22245,185.375000,-1.540229,1.387805,0.945990,-1.561266,1.390004,0.922164,-1.584349,1.388424,0.943252
22246,185.383333,-1.540350,1.387745,0.947289,-1.561429,1.390088,0.923528,-1.584488,1.388382,0.944571
22247,185.391667,-1.540516,1.387709,0.948579,-1.561646,1.390157,0.924879,-1.584656,1.388289,0.945916
22248,185.400000,-1.540693,1.387696,0.949860,-1.561892,1.390273,0.926087,-1.584875,1.388258,0.947161
22249,185.408333,-1.540889,1.387650,0.951069,-1.562110,1.390345,0.927305,-1.585086,1.388233,0.948391
22250,185.416667,-1.541093,1.387612,0.952226,-1.562301,1.390407,0.928521,-1.585310,1.388123,0.949562
22251,185.425000,-1.541259,1.387557,0.953330,-1.562400,1.390516,0.929604,-1.585410,1.388054,0.950666
22252,185.433333,-1.541303,1.387488,0.954344,-1.562395,1.390554,0.930641,-1.585424,1.388007,0.951676
22253,185.441667,-1.541166,1.387477,0.955222,-1.562286,1.390618,0.931429,-1.585281,1.388042,0.952526
22254,185.450000,-1.540963,1.387482,0.955700,-1.562099,1.390658,0.931988,-1.584981,1.388091,0.953186
22255,185.458333,-1.540706,1.387503,0.955904,-1.561854,1.390694,0.932187,-1.584720,1.388153,0.953410
22256,185.466667,-1.540404,1.387524,0.955807,-1.561530,1.390741,0.932083,-1.584434,1.388201,0.953309
22257,185.475000,-1.540078,1.387509,0.955413,-1.561219,1.390734,0.931665,-1.584139,1.388252,0.952903
22258,185.483333,-1.539787,1.387510,0.954820,-1.561090,1.390847,0.931064,-1.583844,1.388320,0.952316
22259,185.491667,-1.539580,1.387551,0.954162,-1.560930,1.390782,0.930289,-1.583699,1.388378,0.951583
22260,185.500000,-1.539482,1.387571,0.953375,-1.560884,1.390755,0.929482,-1.583633,1.388386,0.950790
22261,185.508333,-1.539539,1.387592,0.952534,-1.560925,1.390708,0.928647,-1.583724,1.388445,0.949909
22262,185.516667,-1.539672,1.387632,0.951643,-1.560999,1.390637,0.927790,-1.583785,1.388440,0.949036
22263,185.525000,-1.539798,1.387636,0.950743,-1.560900,1.390429,0.926952,-1.583881,1.388459,0.948133
22264,185.533333,-1.539825,1.387693,0.950003,-1.560879,1.390336,0.926181,-1.583916,1.388476,0.947250
22265,185.541667,-1.539763,1.387711,0.949431,-1.560778,1.390320,0.925667,-1.583932,1.388551,0.946499
22266,185.550000,-1.539648,1.387730,0.949112,-1.560673,1.390304,0.925272,-1.583890,1.388597,0.946033
22267,185.558333,-1.539533,1.387730,0.948837,-1.560579,1.390305,0.925055,-1.583744,1.388614,0.945834
22268,185.566667,-1.539460,1.387741,0.948704,-1.560506,1.390299,0.924905,-1.583641,1.388629,0.945716
22269,185.575000,-1.539414,1.387741,0.948631,-1.560446,1.390302,0.924830,-1.583598,1.388652,0.945657
22270,185.583333,-1.539307,1.387742,0.948638,-1.560312,1.390308,0.924811,-1.583565,1.388706,0.945633
22271,185.591667,-1.539000,1.387760,0.948686,-1.559955,1.390334,0.924899,-1.583299,1.388801,0.945622
22272,185.600000,-1.538429,1.387722,0.948746,-1.559387,1.390381,0.924935,-1.582699,1.388940,0.945716
22273,185.608333,-1.537594,1.387711,0.948822,-1.558534,1.390457,0.924972,-1.581852,1.389131,0.945763
22274,185.616667,-1.536515,1.387640,0.948823,-1.557409,1.390521,0.924940,-1.580761,1.389325,0.945717
22275,185.625000,-1.535282,1.387550,0.948705,-1.556106,1.390538,0.924789,-1.579458,1.389574,0.945577
22276,185.633333,-1.533929,1.387502,0.948528,-1.554708,1.390581,0.924558,-1.578014,1.389778,0.945406
22277,185.641667,-1.532541,1.387381,0.948215,-1.553310,1.390574,0.924264,-1.576594,1.389978,0.945117
22278,185.650000,-1.531147,1.387290,0.947905,-1.551976,1.390735,0.923836,-1.575091,1.390177,0.944831
22279,185.658333,-1.529691,1.387166,0.947375,-1.550377,1.390530,0.923333,-1.573598,1.390350,0.944364
22280,185.666667,-1.528177,1.387033,0.946731,-1.548806,1.390506,0.922605,-1.572038,1.390593,0.943716
22281,185.675000,-1.526547,1.386865,0.945948,-1.547093,1.390420,0.921783,-1.570374,1.390816,0.942821
22282,185.683333,-1.524805,1.386676,0.945067,-1.545306,1.390275,0.920880,-1.568589,1.390989,0.941912
22283,185.691667,-1.522958,1.386482,0.944026,-1.543470,1.390169,0.919851,-1.566692,1.391153,0.940904
22284,185.700000,-1.521102,1.386274,0.942998,-1.541529,1.389985,0.918759,-1.564792,1.391272,0.939781
22285,185.708333,-1.519202,1.386031,0.941869,-1.539601,1.389819,0.917609,-1.562844,1.391386,0.938599
22286,185.716667,-1.517246,1.385784,0.940751,-1.537595,1.389577,0.916386,-1.560856,1.391479,0.937379
22287,185.725000,-1.515314,1.385500,0.939528,-1.535626,1.389320,0.915160,-1.558872,1.391555,0.936096
22288,185.733333,-1.513359,1.385151,0.938292,-1.533645,1.389016,0.913854,-1.556906,1.391599,0.934791
22289,185.741667,-1.511405,1.384807,0.936940,-1.531686,1.388710,0.912524,-1.554948,1.391605,0.933379
22290,185.750000,-1.509500,1.384441,0.935630,-1.529692,1.388376,0.911117,-1.552963,1.391603,0.931961
22291,185.758333,-1.507575,1.384033,0.934288,-1.527746,1.388011,0.909720,-1.550993,1.391570,0.930480
22292,185.766667,-1.505669,1.383629,0.932844,-1.525805,1.387571,0.908255,-1.549011,1.391499,0.929002
22293,185.775000,-1.503775,1.383220,0.931294,-1.523970,1.387219,0.906717,-1.547098,1.391446,0.927422
22294,185.783333,-1.502059,1.382817,0.929793,-1.522080,1.386689,0.905092,-1.545225,1.391347,0.925717
22295,185.791667,-1.500292,1.382317,0.928178,-1.520295,1.386179,0.903452,-1.543452,1.391196,0.923957
22296,185.800000,-1.498636,1.381837,0.926609,-1.518334,1.385510,0.902091,-1.541713,1.391052,0.922254
22297,185.808333,-1.496964,1.381297,0.925041,-1.516438,1.385064,0.900841,-1.539763,1.390546,0.920801
22298,185.816667,-1.495370,1.380783,0.923402,-1.514962,1.384315,0.898873,-1.538261,1.390673,0.918814
22299,185.825000,-1.493716,1.380193,0.921700,-1.513280,1.383689,0.897195,-1.536565,1.390395,0.917078
22300,185.833333,-1.492129,1.379629,0.920110,-1.511540,1.382817,0.895650,-1.534878,1.390104,0.915296
22301,185.841667,-1.490462,1.378950,0.918458,-1.509755,1.382216,0.894170,-1.533100,1.389798,0.913511
22302,185.850000,-1.488844,1.378327,0.916852,-1.508149,1.381575,0.892347,-1.531377,1.389487,0.911735
22303,185.858333,-1.487235,1.377662,0.915332,-1.506597,1.380823,0.890620,-1.529711,1.389121,0.910058
22304,185.866667,-1.485817,1.377061,0.913784,-1.505086,1.380090,0.889069,-1.528123,1.388732,0.908489
22305,185.875000,-1.484691,1.376562,0.912228,-1.503964,1.379451,0.887502,-1.526906,1.388376,0.907022
22306,185.883333,-1.484125,1.376186,0.910822,-1.503287,1.378967,0.886127,-1.526222,1.388103,0.905500
22307,185.891667,-1.484065,1.375968,0.909581,-1.503115,1.378632,0.884871,-1.526190,1.387788,0.903954
22308,185.900000,-1.484324,1.375834,0.908342,-1.503286,1.378328,0.883694,-1.526487,1.387591,0.902574
22309,185.908333,-1.484852,1.375784,0.907177,-1.503907,1.378076,0.882515,-1.527090,1.387437,0.901404
22310,185.916667,-1.485678,1.375823,0.906159,-1.504593,1.378026,0.881659,-1.527886,1.387311,0.900453
22311,185.925000,-1.486608,1.375883,0.905232,-1.505752,1.377871,0.880628,-1.528917,1.387203,0.899557
22312,185.933333,-1.487649,1.375991,0.904405,-1.506774,1.377801,0.879852,-1.530066,1.387087,0.898630
22313,185.941667,-1.488710,1.376104,0.903631,-1.507865,1.377705,0.879027,-1.531205,1.387012,0.897778
22314,185.950000,-1.489663,1.376152,0.902718,-1.508869,1.377680,0.878256,-1.532262,1.386928,0.896972
22315,185.958333,-1.490577,1.376208,0.901863,-1.509781,1.377552,0.877420,-1.533184,1.386817,0.896176
22316,185.966667,-1.491430,1.376250,0.900984,-1.510585,1.377370,0.876579,-1.534047,1.386706,0.895331
22317,185.975000,-1.492103,1.376209,0.900083,-1.511213,1.377223,0.875726,-1.534788,1.386570,0.894421
22318,185.983333,-1.492539,1.376116,0.899081,-1.511729,1.377045,0.874748,-1.535239,1.386414,0.893444
22319,185.991667,-1.492819,1.376004,0.898139,-1.512006,1.376713,0.873813,-1.535590,1.386196,0.892464
22320,186.000000,-1.493021,1.375859,0.897133,-1.512214,1.376441,0.872792,-1.535777,1.385965,0.891420
22321,186.008333,-1.493153,1.375670,0.896152,-1.512313,1.376087,0.871754,-1.535861,1.385738,0.890354
22322,186.016667,-1.493224,1.375470,0.895047,-1.512369,1.375780,0.870645,-1.535942,1.385478,0.889170
22323,186.025000,-1.493271,1.375260,0.893953,-1.512440,1.375417,0.869506,-1.535954,1.385239,0.887990
22324,186.033333,-1.493348,1.375042,0.892808,-1.512489,1.375045,0.868353,-1.535966,1.384986,0.886792
22325,186.041667,-1.493435,1.374817,0.891654,-1.512543,1.374647,0.867160,-1.536051,1.384676,0.885560
22326,186.050000,-1.493508,1.374557,0.890543,-1.512601,1.374287,0.866070,-1.536140,1.384405,0.884377
22327,186.058333,-1.493596,1.374316,0.889398,-1.512649,1.373966,0.864941,-1.536255,1.384083,0.883232
22328,186.066667,-1.493683,1.374071,0.888285,-1.512791,1.373570,0.863803,-1.536284,1.383811,0.882122
22329,186.075000,-1.493846,1.373811,0.887164,-1.512924,1.373185,0.862663,-1.536462,1.383491,0.880942
22330,186.083333,-1.493967,1.373527,0.886026,-1.513065,1.372799,0.861513,-1.536672,1.383186,0.879702
22331,186.091667,-1.494102,1.373292,0.884921,-1.513184,1.372430,0.860449,-1.536854,1.382912,0.878562
22332,186.100000,-1.494297,1.373055,0.883908,-1.513335,1.372082,0.859445,-1.537033,1.382611,0.877543
22333,186.108333,-1.494446,1.372836,0.882967,-1.513494,1.371749,0.858466,-1.536929,1.382044,0.876842
22334,186.116667,-1.494641,1.372626,0.882054,-1.513477,1.371404,0.857772,-1.537290,1.382075,0.875608
22335,186.125000,-1.494831,1.372434,0.881081,-1.513512,1.371195,0.857082,-1.537524,1.381800,0.874562
22336,186.133333,-1.495015,1.372229,0.880182,-1.513752,1.370796,0.856066,-1.537693,1.381567,0.873615
22337,186.141667,-1.495178,1.372026,0.879279,-1.513953,1.370488,0.855088,-1.537926,1.381269,0.872679
22338,186.150000,-1.495341,1.371818,0.878401,-1.514149,1.370150,0.854169,-1.538046,1.381037,0.871794
22339,186.158333,-1.495495,1.371619,0.877612,-1.514477,1.369807,0.853092,-1.538214,1.380781,0.870937
22340,186.166667,-1.495639,1.371419,0.876838,-1.514653,1.369519,0.852373,-1.538337,1.380542,0.870198
22341,186.175000,-1.495769,1.371222,0.876137,-1.515303,1.369418,0.851459,-1.538531,1.380297,0.869458
22342,186.183333,-1.495886,1.371057,0.875512,-1.514815,1.369005,0.851012,-1.538584,1.380102,0.868770
22343,186.191667,-1.495943,1.370896,0.874904,-1.514896,1.368782,0.850400,-1.538622,1.379915,0.868185
22344,186.200000,-1.495992,1.370765,0.874376,-1.515006,1.368503,0.849743,-1.538707,1.379725,0.867603
22345,186.208333,-1.496020,1.370624,0.873851,-1.514958,1.368339,0.849341,-1.538744,1.379570,0.867079
22346,186.216667,-1.496014,1.370462,0.873366,-1.514978,1.368145,0.848859,-1.538713,1.379417,0.866562
22347,186.225000,-1.496001,1.370328,0.872880,-1.514976,1.367945,0.848396,-1.538689,1.379274,0.866096
22348,186.233333,-1.496046,1.370214,0.872456,-1.515607,1.367853,0.847819,-1.538735,1.379123,0.865604
22349,186.241667,-1.496106,1.370101,0.871961,-1.515160,1.367676,0.847438,-1.538876,1.378955,0.865104
22350,186.250000,-1.496195,1.369999,0.871499,-1.514919,1.367727,0.847430,-1.538931,1.378821,0.864626
22351,186.258333,-1.496306,1.369888,0.871017,-1.515900,1.367392,0.846440,-1.539035,1.378692,0.864160
22352,186.266667,-1.496441,1.369770,0.870576,-1.515497,1.367157,0.846095,-1.539229,1.378505,0.863681
22353,186.275000,-1.496654,1.369671,0.870161,-1.515725,1.366990,0.845679,-1.539385,1.378364,0.863275
22354,186.283333,-1.496999,1.369656,0.869764,-1.515710,1.367142,0.845863,-1.539677,1.378249,0.862917
22355,186.291667,-1.497521,1.369688,0.869429,-1.517170,1.366753,0.844834,-1.540307,1.378117,0.862535
22356,186.300000,-1.498248,1.369756,0.869126,-1.517984,1.366755,0.844497,-1.541173,1.378017,0.862193
22357,186.308333,-1.499231,1.369862,0.868851,-1.518988,1.366750,0.844231,-1.541987,1.377620,0.862194
22358,186.316667,-1.500326,1.370006,0.868561,-1.520075,1.366773,0.843991,-1.543300,1.377866,0.861745
22359,186.325000,-1.501490,1.370160,0.868285,-1.521284,1.366771,0.843827,-1.544494,1.377831,0.861561
22360,186.333333,-1.502660,1.370332,0.867989,-1.522435,1.366910,0.843644,-1.545700,1.377796,0.861453
22361,186.341667,-1.503826,1.370499,0.867858,-1.523600,1.366957,0.843563,-1.546906,1.377756,0.861404
22362,186.350000,-1.504977,1.370700,0.867799,-1.524721,1.367068,0.843516,-1.548014,1.377761,0.861419
22363,186.358333,-1.506100,1.370913,0.867802,-1.525832,1.367186,0.843541,-1.549213,1.377756,0.861448
22364,186.366667,-1.507152,1.371117,0.867891,-1.526939,1.367272,0.843634,-1.550406,1.377749,0.861536
22365,186.375000,-1.508124,1.371346,0.867958,-1.527944,1.367460,0.843780,-1.551452,1.377794,0.861724
22366,186.383333,-1.509055,1.371572,0.868079,-1.528851,1.367619,0.843928,-1.552421,1.377838,0.861932
22367,186.391667,-1.510007,1.371818,0.868264,-1.529078,1.367776,0.844901,-1.553238,1.377933,0.862176
22368,186.400000,-1.510862,1.372023,0.868486,-1.529961,1.367687,0.845052,-1.554291,1.377872,0.862392
22369,186.408333,-1.511696,1.372236,0.868659,-1.530842,1.368057,0.845356,-1.555127,1.377962,0.862682
22370,186.416667,-1.512505,1.372487,0.868874,-1.532406,1.368251,0.844804,-1.555961,1.378010,0.862958
22371,186.425000,-1.513379,1.372769,0.869132,-1.532536,1.368427,0.845963,-1.556814,1.378033,0.863273
22372,186.433333,-1.514251,1.373014,0.869355,-1.533782,1.368259,0.845668,-1.557745,1.378074,0.863544
22373,186.441667,-1.515156,1.373270,0.869556,-1.535123,1.368781,0.845547,-1.558705,1.378109,0.863828
22374,186.450000,-1.516102,1.373500,0.869748,-1.536089,1.368919,0.845761,-1.559673,1.378137,0.864116
22375,186.458333,-1.517102,1.373701,0.869948,-1.537062,1.369107,0.845971,-1.560694,1.378132,0.864332
22376,186.466667,-1.517934,1.373850,0.870107,-1.537333,1.369051,0.847106,-1.561676,1.378164,0.864556
22377,186.475000,-1.518704,1.374002,0.870258,-1.538422,1.368774,0.846738,-1.562543,1.378206,0.864834
22378,186.483333,-1.519249,1.374122,0.870426,-1.539302,1.369412,0.846573,-1.563157,1.378246,0.865092
22379,186.491667,-1.519536,1.374217,0.870664,-1.539034,1.369327,0.847636,-1.563465,1.378318,0.865327
22380,186.500000,-1.519576,1.374290,0.870862,-1.539362,1.369118,0.847377,-1.563493,1.378396,0.865555
22381,186.508333,-1.519436,1.374357,0.871059,-1.539215,1.369201,0.847572,-1.563341,1.378472,0.865757
22382,186.516667,-1.519202,1.374409,0.871290,-1.539267,1.369769,0.847397,-1.563220,1.378686,0.865909
22383,186.525000,-1.518939,1.374443,0.871476,-1.538443,1.369551,0.848392,-1.562895,1.378768,0.866085
22384,186.533333,-1.518659,1.374446,0.871613,-1.538454,1.369419,0.848121,-1.562397,1.378665,0.866264
22385,186.541667,-1.518438,1.374458,0.871785,-1.537869,1.369790,0.848801,-1.562071,1.378709,0.866378
22386,186.550000,-1.518270,1.374472,0.871893,-1.538346,1.369983,0.847943,-1.561905,1.378754,0.866474
22387,186.558333,-1.518157,1.374485,0.871968,-1.538263,1.370007,0.848027,-1.561839,1.378780,0.866540
22388,186.566667,-1.518113,1.374497,0.872039,-1.538233,1.370047,0.848093,-1.561810,1.378794,0.866619
22389,186.575000,-1.518135,1.374507,0.872116,-1.538256,1.370086,0.848171,-1.561845,1.378810,0.866711
22390,186.583333,-1.518207,1.374523,0.872180,-1.538283,1.370120,0.848240,-1.561883,1.378832,0.866797
22391,186.591667,-1.518232,1.374558,0.872264,-1.537627,1.370054,0.849370,-1.561911,1.378867,0.866902
22392,186.600000,-1.518214,1.374583,0.872359,-1.537985,1.369679,0.848836,-1.561890,1.378922,0.867016
22393,186.608333,-1.518175,1.374609,0.872492,-1.537940,1.369727,0.848950,-1.561855,1.378958,0.867142
22394,186.616667,-1.518108,1.374641,0.872632,-1.537497,1.370215,0.849708,-1.561765,1.379028,0.867306
22395,186.625000,-1.518069,1.374682,0.872779,-1.537489,1.370280,0.849834,-1.561753,1.379051,0.867457
22396,186.633333,-1.518055,1.374736,0.872983,-1.537830,1.369964,0.849423,-1.561758,1.379103,0.867603
22397,186.641667,-1.518054,1.374795,0.873168,-1.538113,1.370526,0.849209,-1.561751,1.379163,0.867808
22398,186.650000,-1.518062,1.374852,0.873418,-1.537760,1.370185,0.849891,-1.561776,1.379231,0.868104
22399,186.658333,-1.518074,1.374936,0.873730,-1.537894,1.370279,0.850155,-1.561792,1.379319,0.868418
22400,186.666667,-1.518091,1.375054,0.874145,-1.538173,1.370958,0.850146,-1.561825,1.379433,0.868810
22401,186.675000,-1.518141,1.375209,0.874598,-1.538220,1.371104,0.850621,-1.561855,1.379583,0.869306
