Time,Motor_0,Motor_1,Motor_2,Motor_3
275.2207,-47.159,47.267,67.148,-30.771
275.2367,-49.960,50.066,69.873,-33.548
275.2527,-52.764,52.872,72.686,-36.310
275.2687,-55.564,55.675,75.410,-39.121
275.2847,-58.367,58.476,78.047,-41.984
275.3007,-61.166,61.276,80.859,-44.808
275.3167,-63.963,64.076,83.496,-47.600
275.3327,-66.767,66.880,86.045,-50.429
275.3487,-69.568,69.681,88.594,-53.283
275.3647,-72.367,72.480,91.230,-56.077
275.3807,-75.170,75.285,93.691,-58.889
275.3967,-77.971,78.085,96.152,-61.745
275.4127,-80.773,80.883,98.525,-64.554
275.4287,-83.573,83.688,101.074,-67.357
275.4447,-86.372,86.487,103.447,-70.190
275.4607,-89.174,89.291,105.732,-73.032
275.4767,-91.973,92.092,107.930,-75.824
275.4927,-94.772,94.893,110.303,-78.630
275.5087,-97.061,97.089,112.852,-81.655
275.5247,-97.145,97.105,115.312,-84.246
275.5407,-96.127,96.085,117.158,-87.052
275.5567,-95.306,95.276,119.004,-89.889
275.5727,-94.461,94.432,121.025,-92.600
275.5887,-93.157,93.113,122.871,-95.162
275.6047,-91.604,91.546,124.805,-97.819
275.6207,-90.090,90.038,126.826,-100.368
275.6367,-88.532,88.490,128.584,-102.831
275.6527,-86.816,86.767,130.430,-105.348
275.6687,-84.996,84.934,132.188,-107.727
275.6849,-82.986,83.043,133.857,-110.115
275.7007,-81.132,81.065,135.527,-112.438
275.7167,-79.035,78.971,137.109,-114.707
275.7327,-76.838,76.772,138.691,-116.939
275.7487,-74.563,74.491,140.273,-119.147
275.7647,-72.206,72.130,141.768,-121.236
275.7807,-69.745,69.667,143.174,-123.365
275.7967,-67.186,67.109,144.492,-125.380
275.8127,-64.555,64.471,145.811,-127.342
275.8287,-61.853,61.763,147.041,-129.292
275.8447,-59.068,58.980,148.184,-131.106
275.8606,-56.230,56.140,149.326,-132.939
275.8767,-53.393,53.306,150.469,-134.649
275.8927,-50.579,50.488,151.523,-136.344
275.9087,-47.776,47.682,152.490,-138.010
275.9247,-44.970,44.882,153.369,-139.533
275.9407,-42.172,42.083,154.160,-141.037
275.9567,-39.372,39.283,155.039,-142.526
275.9727,-36.569,36.484,155.654,-143.841
275.9887,-33.767,33.680,156.357,-145.188
276.0047,-30.966,30.878,156.973,-146.463
276.0207,-28.168,28.083,157.500,-147.602
276.0369,-25.191,25.279,158.027,-148.734
276.0527,-22.563,22.480,158.379,-149.805
276.0687,-19.766,19.680,158.730,-150.714
276.0847,-16.964,16.875,159.082,-151.658
276.1007,-14.159,14.075,159.346,-152.512
276.1167,-11.362,11.272,159.434,-153.254
276.1327,-8.561,8.472,159.521,-153.970
276.1486,-5.761,5.675,159.609,-154.603
276.1647,-2.961,2.874,159.609,-155.142
276.1806,-0.159,0.075,159.609,-155.644
276.1969,2.813,-2.720,159.609,-156.083
276.2126,5.439,-5.523,159.609,-156.425
276.2286,8.242,-8.323,159.609,-156.722
276.2446,11.041,-11.119,159.434,-156.963
276.2606,13.843,-13.922,159.258,-157.125
276.2766,16.649,-16.720,158.730,-157.240
276.2929,19.624,-19.523,158.291,-157.281
276.3086,22.253,-22.324,157.852,-157.285
276.3246,25.054,-25.126,157.236,-157.259
276.3406,27.853,-27.932,156.533,-157.160
276.3566,30.655,-30.731,155.830,-156.990
276.3726,33.453,-33.529,155.039,-156.755
276.3888,36.432,-36.335,154.160,-156.466
276.4046,39.062,-39.135,153.369,-156.120
276.4206,41.860,-41.933,152.402,-155.703
276.4366,44.662,-44.738,151.348,-155.235
276.4526,47.466,-47.541,150.293,-154.711
276.4686,50.265,-50.343,149.062,-154.126
276.4846,53.068,-53.143,147.920,-153.510
276.5006,55.869,-55.946,146.777,-152.840
276.5166,58.670,-58.751,145.547,-152.105
276.5326,61.473,-61.547,144.141,-151.356
276.5486,64.272,-64.349,142.822,-150.490
276.5646,67.074,-67.155,141.328,-149.576
276.5806,69.877,-69.956,139.746,-148.631
276.5966,72.673,-72.752,138.164,-147.630
276.6126,75.475,-75.556,136.670,-146.609
276.6286,78.278,-78.357,135.000,-145.549
276.6446,81.077,-81.157,133.330,-144.407
276.6606,83.879,-83.960,131.572,-143.224
276.6766,86.681,-86.758,129.727,-142.004
276.6926,89.482,-89.560,127.793,-140.749
276.7093,92.459,-92.536,125.859,-139.304
276.7247,95.082,-95.160,124.102,-137.996
276.7406,97.270,-97.295,121.729,-136.593
276.7566,97.415,-97.395,119.180,-135.171
276.7726,96.760,-96.737,117.422,-133.634
276.7886,96.296,-96.276,115.488,-132.098
276.8048,95.658,-95.682,113.643,-130.495
276.8206,94.631,-94.586,111.621,-128.820
276.8366,93.203,-93.152,109.248,-127.131
276.8526,91.748,-91.694,106.963,-125.393
276.8686,90.310,-90.258,104.590,-123.654
276.8846,88.743,-88.699,102.217,-121.862
276.9006,87.023,-86.970,99.844,-119.972
276.9166,85.219,-85.160,97.383,-118.090
276.9326,83.343,-83.282,95.010,-116.154
276.9486,81.379,-81.316,92.461,-114.169
276.9646,79.306,-79.239,89.912,-112.209
276.9806,77.129,-77.058,87.275,-110.086
276.9966,74.859,-74.787,84.814,-108.028
277.0126,72.506,-72.429,82.002,-105.927
277.0286,70.065,-69.985,79.365,-103.744
277.0446,67.531,-67.450,76.729,-101.551
277.0606,64.905,-64.823,74.180,-99.269
277.0766,62.194,-62.108,71.367,-96.993
277.0926,59.409,-59.318,68.467,-94.718
277.1086,56.576,-56.486,65.742,-92.411
277.1246,53.741,-53.653,62.930,-89.957
277.1406,50.925,-50.837,60.029,-87.592
277.1566,48.116,-48.029,57.217,-85.167
277.1726,45.317,-45.229,54.404,-82.711
277.1886,42.518,-42.428,51.504,-80.169
277.2046,39.716,-39.624,48.516,-77.679
277.2206,36.917,-36.825,45.615,-75.159
277.2365,34.115,-34.026,42.803,-72.580
277.2526,31.312,-31.221,39.902,-69.964
277.2686,28.513,-28.422,36.914,-67.374
277.2846,25.711,-25.622,34.014,-64.709
277.3006,22.908,-22.820,30.938,-62.066
277.3166,20.110,-20.020,27.949,-59.381
277.3326,17.309,-17.218,25.049,-56.702
277.3486,14.507,-14.419,22.061,-54.023
277.3646,11.709,-11.619,19.072,-51.237
277.3806,8.905,-8.815,15.996,-48.619
277.3965,6.106,-6.016,13.096,-45.896
277.4126,3.303,-3.217,10.107,-43.117
277.4288,0.324,-0.411,7.031,-40.356
277.4446,-2.298,2.384,4.043,-37.587
277.4605,-5.101,5.184,1.055,-34.893
277.4765,-7.903,7.990,-2.021,-32.047
277.4926,-10.702,10.787,-4.922,-29.227
277.5085,-13.504,13.587,-7.910,-26.488
277.5245,-16.305,16.387,-10.986,-23.639
277.5405,-19.106,19.187,-13.975,-20.811
277.5565,-21.909,21.989,-16.875,-17.975
277.5725,-24.708,24.790,-19.863,-15.309
277.5888,-27.686,27.592,-22.764,-12.452
277.6045,-30.313,30.397,-25.664,-9.667
277.6205,-33.109,33.194,-28.652,-6.884
277.6365,-35.913,35.995,-31.553,-4.084
277.6525,-38.715,38.798,-34.453,-1.205
277.6685,-41.512,41.595,-37.354,1.555
277.6845,-44.315,44.400,-40.166,4.320
277.7005,-47.115,47.201,-42.979,7.202
277.7165,-49.918,50.001,-45.791,9.978
277.7328,-52.897,52.804,-48.604,12.820
277.7487,-55.696,55.602,-51.328,15.562
277.7645,-58.325,58.403,-54.053,18.443
277.7805,-61.125,61.205,-56.865,21.185
277.7965,-63.921,64.005,-59.502,24.033
277.8125,-66.724,66.807,-62.227,26.837
277.8285,-69.525,69.609,-64.863,29.699
277.8445,-72.322,72.404,-67.500,32.574
277.8605,-75.126,75.207,-70.049,35.311
277.8765,-77.927,78.009,-72.598,38.221
277.8925,-80.728,80.806,-75.059,41.032
277.9085,-83.530,83.611,-77.520,43.833
277.9245,-86.328,86.409,-79.980,46.674
277.9405,-89.131,89.214,-82.354,49.497
277.9565,-91.930,92.015,-84.639,52.364
277.9725,-94.727,94.814,-87.100,55.053
277.9885,-97.179,97.208,-89.561,58.011
278.0045,-97.608,97.583,-92.373,60.699
278.0205,-96.935,96.904,-94.307,63.426
278.0365,-96.381,96.350,-96.152,66.245
278.0525,-95.804,95.775,-98.086,68.951
278.0685,-94.757,94.721,-99.932,71.706
278.0845,-93.339,93.298,-101.953,74.281
278.1005,-91.916,91.862,-103.887,76.968
278.1165,-90.498,90.445,-105.908,79.548
278.1325,-88.939,88.895,-107.842,82.017
278.1485,-87.238,87.191,-109.600,84.602
278.1645,-85.453,85.392,-111.445,86.986
278.1805,-83.592,83.530,-113.115,89.363
278.1965,-81.629,81.566,-114.873,91.742
278.2125,-79.572,79.507,-116.455,94.026
278.2285,-77.420,77.353,-118.037,96.290
278.2445,-75.170,75.097,-119.443,98.496
278.2605,-72.822,72.744,-121.025,100.604
278.2765,-70.387,70.303,-122.432,102.719
278.2925,-67.862,67.783,-123.838,104.776
278.3085,-65.246,65.165,-125.156,106.757
278.3245,-62.554,62.470,-126.387,108.695
278.3405,-59.791,59.698,-127.529,110.566
278.3565,-56.962,56.876,-128.760,112.369
278.3725,-54.126,54.039,-129.902,114.162
278.3885,-51.307,51.213,-130.957,115.882
278.4045,-48.500,48.408,-131.836,117.503
278.4205,-45.700,45.603,-132.803,119.092
278.4365,-42.897,42.801,-133.682,120.645
278.4525,-40.098,40.004,-134.473,122.043
278.4685,-37.298,37.205,-135.264,123.472
278.4845,-34.491,34.403,-135.879,124.833
278.5005,-31.691,31.601,-136.582,126.074
278.5165,-28.892,28.797,-137.109,127.282
278.5325,-26.089,25.996,-137.637,128.425
278.5485,-23.289,23.194,-137.988,129.500
278.5645,-20.488,20.388,-138.340,130.480
278.5805,-17.686,17.591,-138.604,131.408
278.5965,-14.886,14.787,-138.867,132.281
278.6124,-12.081,11.984,-138.955,133.073
278.6285,-9.284,9.188,-139.043,133.801
278.6445,-6.485,6.385,-139.131,134.449
278.6605,-3.680,3.587,-139.131,135.017
278.6764,-0.883,0.790,-139.131,135.524
278.6925,1.916,-2.009,-139.131,135.958
278.7085,4.720,-4.807,-139.131,136.331
278.7245,7.518,-7.605,-139.131,136.640
278.7405,10.317,-10.404,-139.131,136.895
278.7567,13.117,-13.200,-138.955,137.074
278.7732,16.095,-16.177,-138.691,137.203
278.7885,18.724,-18.807,-138.252,137.259
278.8045,21.524,-21.604,-137.725,137.271
278.8205,24.324,-24.410,-137.109,137.261
278.8367,27.301,-27.211,-136.406,137.194
278.8524,29.924,-30.011,-135.703,137.041
278.8684,32.723,-32.814,-134.912,136.850
278.8844,35.530,-35.617,-134.121,136.562
278.9004,38.331,-38.421,-133.154,136.211
278.9164,41.134,-41.223,-132.275,135.816
278.9324,43.935,-44.024,-131.309,135.351
278.9484,46.736,-46.830,-130.342,134.831
278.9644,49.540,-49.635,-129.199,134.270
278.9804,52.340,-52.433,-128.057,133.661
278.9964,55.140,-55.238,-126.826,133.024
279.0124,57.946,-58.040,-125.508,132.307
279.0284,60.744,-60.836,-124.189,131.570
279.0444,63.544,-63.640,-122.783,130.741
279.0604,66.349,-66.442,-121.465,129.849
279.0764,69.148,-69.244,-119.971,128.922
279.0924,71.948,-72.044,-118.389,127.930
279.1084,74.749,-74.843,-116.807,126.915
279.1244,77.549,-77.645,-115.225,125.851
279.1404,80.351,-80.444,-113.467,124.706
279.1564,83.149,-83.242,-111.709,123.547
279.1724,85.950,-86.046,-110.039,122.333
279.1884,88.753,-88.847,-108.105,121.091
279.2044,91.552,-91.646,-106.348,119.756
279.2204,94.352,-94.449,-104.326,118.384
279.2364,96.984,-97.049,-102.217,116.968
279.2524,97.763,-97.753,-99.580,115.563
279.2684,97.120,-97.083,-97.646,114.022
279.2844,96.430,-96.404,-95.889,112.501
279.3004,95.840,-95.818,-93.779,110.948
279.3164,94.845,-94.803,-91.846,109.289
279.3324,93.448,-93.395,-89.736,107.612
279.3484,92.011,-91.952,-87.451,105.903
279.3644,90.604,-90.551,-85.078,104.146
279.3804,89.076,-89.036,-82.705,102.376
279.3964,87.390,-87.343,-80.420,100.525
279.4124,85.612,-85.549,-77.871,98.635
279.4284,83.763,-83.703,-75.498,96.706
279.4444,81.813,-81.748,-72.949,94.733
279.4604,79.751,-79.684,-70.488,92.747
279.4764,77.601,-77.533,-67.939,90.689
279.4924,75.368,-75.299,-65.391,88.616
279.5084,73.042,-72.968,-62.666,86.465
279.5244,70.616,-70.539,-60.117,84.321
279.5404,68.107,-68.028,-57.393,82.166
279.5564,65.507,-65.424,-54.668,79.892
279.5724,62.834,-62.748,-51.943,77.635
279.5884,60.071,-59.982,-49.131,75.339
279.6044,57.242,-57.152,-46.406,72.987
279.6204,54.406,-54.318,-43.506,70.611
279.6364,51.577,-51.493,-40.781,68.263
279.6524,48.770,-48.690,-37.881,65.762
279.6683,45.968,-45.890,-34.980,63.369
279.6844,43.165,-43.082,-32.080,60.861
279.7004,40.368,-40.281,-29.180,58.331
279.7164,37.566,-37.481,-26.279,55.793
279.7324,34.762,-34.678,-23.379,53.264
279.7484,31.964,-31.878,-20.479,50.627
279.7644,29.159,-29.076,-17.490,48.058
279.7806,26.360,-26.277,-14.502,45.406
279.7966,23.562,-23.479,-11.514,42.814
279.8124,20.757,-20.672,-8.525,40.097
279.8284,17.961,-17.875,-5.449,37.472
279.8444,15.161,-15.074,-2.549,34.812
279.8604,12.360,-12.270,0.527,32.127
279.8764,9.560,-9.469,3.516,29.394
279.8924,6.759,-6.671,6.504,26.618
279.9084,3.957,-3.868,9.580,23.952
279.9244,1.159,-1.070,12.656,21.239
279.9403,-1.645,1.732,15.645,18.466
279.9564,-4.445,4.529,18.545,15.684
279.9724,-7.245,7.329,21.621,12.896
279.9884,-10.050,10.134,24.609,10.070
280.0044,-12.848,12.929,27.598,7.221
280.0204,-15.648,15.728,30.674,4.456
280.0364,-18.450,18.534,33.662,1.704
280.0523,-21.248,21.333,36.650,-1.126
280.0683,-24.051,24.133,39.551,-3.957
280.0843,-26.854,26.936,42.539,-6.734
280.1003,-29.654,29.735,45.527,-9.533
280.1163,-32.456,32.537,48.428,-12.319
280.1323,-35.254,35.334,51.416,-15.040
280.1483,-38.054,38.135,54.316,-17.812
280.1643,-40.859,40.940,57.129,-20.641
280.1803,-43.659,43.741,60.029,-23.512
280.1963,-46.462,46.540,62.842,-26.309
280.2123,-49.267,49.345,65.654,-29.123
280.2283,-52.065,52.143,68.379,-31.978
280.2443,-54.869,54.943,71.279,-34.743
280.2603,-57.668,57.741,74.004,-37.476
280.2763,-60.466,60.543,76.729,-40.289
280.2923,-63.267,63.348,79.277,-43.152
280.3083,-66.066,66.148,82.002,-45.943
280.3243,-68.866,68.950,84.639,-48.753
280.3403,-71.668,71.752,87.188,-51.608
280.3563,-74.467,74.552,89.736,-54.427
280.3723,-77.270,77.353,92.373,-57.221
280.3883,-80.075,80.158,94.922,-60.043
280.4043,-82.871,82.955,97.295,-62.895
280.4203,-85.675,85.757,99.756,-65.680
280.4363,-88.474,88.558,102.217,-68.473
280.4523,-91.272,91.357,104.678,-71.321
280.4683,-94.074,94.161,106.875,-74.134
280.4843,-96.874,96.964,108.809,-76.945
280.5003,-99.675,99.765,110.566,-79.777
280.5163,-102.199,102.237,112.061,-82.721
280.5323,-103.670,103.696,113.379,-85.358
280.5483,-104.671,104.709,113.994,-87.886
280.5643,-105.540,105.577,113.994,-90.464
280.5803,-106.157,106.168,114.082,-92.786
280.5963,-106.410,106.412,113.730,-94.889
280.6123,-106.373,106.370,113.115,-96.836
280.6283,-106.106,106.063,111.973,-98.444
280.6443,-105.495,105.451,110.391,-99.804
280.6603,-104.552,104.518,108.457,-100.924
280.6763,-103.336,103.299,106.348,-101.723
280.6923,-101.858,101.803,103.799,-102.239
280.7083,-100.082,100.013,100.986,-102.493
280.7243,-97.991,97.930,97.822,-102.499
280.7403,-95.667,95.599,94.658,-102.321
280.7563,-93.296,93.219,91.230,-101.812
280.7723,-90.941,90.862,87.627,-101.027
280.7883,-88.519,88.447,84.287,-99.986
280.8045,-86.017,85.943,80.859,-98.771
280.8203,-83.486,83.403,77.256,-97.454
280.8365,-80.914,80.825,73.916,-95.914
280.8523,-78.271,78.190,70.488,-94.262
280.8683,-75.578,75.498,66.885,-92.553
280.8843,-72.850,72.762,63.545,-90.593
280.9003,-70.079,69.986,60.117,-88.634
280.9163,-67.271,67.186,56.602,-86.611
280.9323,-64.449,64.362,53.174,-84.423
280.9483,-61.632,61.546,49.834,-82.252
280.9643,-58.829,58.738,46.318,-79.943
280.9803,-56.026,55.934,42.891,-77.604
280.9963,-53.222,53.138,39.463,-75.213
281.0123,-50.426,50.335,35.947,-72.778
281.0283,-47.624,47.537,32.607,-70.275
281.0443,-44.821,44.735,29.180,-67.802
281.0603,-42.022,41.932,25.752,-65.243
281.0763,-39.222,39.132,22.412,-62.717
281.0923,-36.421,36.333,18.896,-60.079
281.1083,-33.619,33.529,15.557,-57.458
281.1242,-30.816,30.729,12.129,-54.863
281.1403,-28.018,27.932,8.701,-52.174
281.1563,-25.214,25.127,5.361,-49.505
281.1723,-22.411,22.327,1.934,-46.833
281.1883,-19.615,19.526,-1.494,-44.164
281.2043,-16.812,16.724,-4.834,-41.417
281.2203,-14.010,13.923,-8.262,-38.672
281.2363,-11.211,11.117,-11.689,-35.903
281.2523,-8.409,8.321,-14.941,-33.101
281.2682,-5.609,5.519,-18.369,-30.344
281.2843,-2.809,2.718,-21.797,-27.592
281.3003,-0.005,-0.080,-25.137,-24.803
281.3162,2.792,-2.877,-28.389,-22.053
281.3322,5.597,-5.680,-31.816,-19.307
281.3482,8.397,-8.482,-35.156,-16.472
281.3642,11.194,-11.280,-36.914,-13.720
281.3802,13.997,-14.081,-36.387,-10.879
281.3963,16.801,-16.880,-34.365,-8.076
281.4122,19.604,-19.687,-31.729,-5.277
281.4282,22.408,-22.486,-28.564,-2.540
281.4442,25.206,-25.288,-25.225,0.249
281.4602,28.004,-28.091,-21.621,2.795
281.4762,30.804,-30.888,-18.018,5.269
281.4922,33.601,-33.686,-14.414,7.660
281.5085,36.404,-36.490,-10.898,9.765
281.5242,39.205,-39.291,-7.119,11.724
281.5402,42.003,-42.090,-3.516,13.487
281.5562,44.806,-44.893,0.264,15.000
281.5722,47.608,-47.694,3.867,16.310
281.5882,50.406,-50.496,7.559,17.384
281.6044,53.209,-53.293,11.250,18.140
281.6202,56.009,-56.093,14.941,18.640
281.6362,58.810,-58.897,18.545,18.871
281.6522,61.610,-61.690,22.324,18.823
281.6682,64.407,-64.493,26.016,18.493
281.6842,67.213,-67.298,29.619,17.896
281.7002,70.015,-70.099,33.311,17.042
281.7162,72.812,-72.901,36.914,15.994
281.7322,75.617,-75.706,40.605,14.804
281.7482,78.420,-78.509,44.297,13.349
281.7642,81.221,-81.311,47.812,11.839
281.7802,84.024,-84.111,51.592,10.125
281.7962,86.823,-86.913,55.195,8.278
281.8122,89.625,-89.715,58.359,6.414
281.8284,92.424,-92.511,60.117,4.430
281.8442,95.221,-95.317,60.820,2.301
281.8602,98.023,-98.121,60.820,0.166
281.8762,100.825,-100.918,60.381,-2.100
281.8924,103.624,-103.722,59.502,-4.400
281.9082,106.430,-106.524,58.184,-6.718
281.9242,109.233,-109.327,56.514,-9.136
281.9402,112.034,-112.129,54.492,-11.616
281.9562,114.837,-114.931,52.031,-14.055
281.9722,117.636,-117.731,49.219,-16.580
281.9882,120.439,-120.532,46.230,-19.041
282.0042,123.241,-123.331,43.154,-21.504
282.0202,126.040,-126.131,39.814,-23.836
282.0362,128.843,-128.933,36.475,-26.086
282.0522,131.640,-131.726,33.047,-28.176
282.0682,133.953,-134.010,29.004,-30.127
282.0842,135.561,-135.604,24.697,-31.881
282.1002,137.074,-137.120,20.918,-33.408
282.1162,138.608,-138.654,17.402,-34.690
282.1322,140.031,-140.073,13.975,-35.851
282.1482,141.298,-141.336,10.459,-36.695
282.1642,142.475,-142.501,7.031,-37.259
282.1802,143.582,-143.614,3.604,-37.591
282.1962,144.607,-144.634,0.088,-37.627
282.2122,145.533,-145.545,-3.428,-37.457
282.2282,146.350,-146.372,-6.855,-36.948
282.2442,147.090,-147.117,-10.371,-36.189
282.2602,147.745,-147.771,-13.799,-35.226
282.2762,148.306,-148.325,-17.227,-34.088
282.2922,148.796,-148.811,-20.654,-32.677
282.3082,149.189,-149.199,-24.082,-31.161
282.3242,149.478,-149.492,-27.598,-29.551
282.3402,149.693,-149.702,-30.938,-27.778
282.3562,149.832,-149.832,-34.365,-25.914
282.3722,149.876,-149.879,-37.441,-23.966
282.3882,149.870,-149.870,-39.023,-21.899
282.4041,149.825,-149.824,-39.551,-19.731
282.4202,149.721,-149.700,-39.551,-17.586
282.4362,149.537,-149.510,-39.111,-15.321
282.4522,149.296,-149.278,-38.232,-12.954
282.4682,149.000,-148.990,-37.002,-10.619
282.4841,148.654,-148.643,-35.156,-8.172
282.5002,148.274,-148.260,-33.135,-5.703
282.5161,147.849,-147.835,-30.762,-3.197
282.5321,147.371,-147.349,-27.949,-0.703
282.5481,146.827,-146.809,-24.873,1.706
282.5641,146.218,-146.208,-21.621,3.747
282.5801,145.584,-145.568,-18.193,5.534
282.5961,144.906,-144.884,-14.590,7.127
282.6121,144.174,-144.152,-10.986,8.371
282.6281,143.383,-143.355,-7.207,9.304
282.6441,142.544,-142.514,-3.516,9.959
282.6601,141.654,-141.629,0.176,10.316
282.6761,140.713,-140.686,3.867,10.348
282.6921,139.732,-139.697,7.646,10.141
282.7081,138.692,-138.659,11.250,9.621
282.7241,137.595,-137.560,14.941,8.835
282.7401,136.455,-136.418,18.545,7.849
282.7561,135.276,-135.240,22.236,6.676
282.7721,134.056,-134.018,25.840,5.314
282.7881,132.792,-132.747,29.443,3.840
282.8041,131.468,-131.421,33.135,2.219
282.8201,130.089,-130.044,36.650,0.388
282.8361,128.666,-128.625,40.342,-1.475
282.8524,127.200,-127.157,43.945,-3.422
282.8681,125.699,-125.651,47.549,-5.502
282.8841,124.157,-124.107,51.240,-7.671
282.9001,122.557,-122.508,54.756,-9.818
282.9161,120.916,-120.863,57.393,-12.173
282.9321,119.232,-119.180,58.887,-14.446
282.9481,117.499,-117.444,59.590,-16.801
282.9641,115.732,-115.680,59.766,-19.315
282.9801,113.941,-113.883,59.590,-21.723
282.9961,112.096,-112.035,59.150,-24.222
283.0121,110.204,-110.139,58.096,-26.751
283.0281,108.262,-108.204,56.777,-29.294
283.0441,106.286,-106.227,55.020,-31.774
283.0601,104.277,-104.212,52.646,-33.923
283.0761,102.231,-102.164,50.098,-35.850
283.0921,100.138,-100.070,47.285,-37.437
283.1083,98.009,-97.945,44.385,-38.772
283.1241,95.853,-95.787,41.133,-39.800
283.1401,93.663,-93.593,37.705,-40.506
283.1561,91.430,-91.357,34.365,-40.899
283.1721,89.157,-89.084,30.938,-40.975
283.1881,86.851,-86.778,27.422,-40.776
283.2041,84.509,-84.435,23.994,-40.300
283.2201,82.146,-82.070,20.654,-39.556
283.2361,79.757,-79.680,17.139,-38.601
283.2521,77.330,-77.251,13.799,-37.438
283.2681,74.859,-74.782,10.459,-36.111
283.2841,72.373,-72.292,7.031,-34.624
283.3001,69.862,-69.782,3.691,-32.995
283.3161,67.320,-67.241,0.264,-31.236
283.3321,64.747,-64.668,-3.076,-29.377
283.3481,62.151,-62.070,-6.416,-27.405
283.3641,59.532,-59.448,-9.844,-25.379
283.3801,56.885,-56.800,-13.184,-23.210
283.3961,54.206,-54.123,-16.523,-20.999
283.4121,51.505,-51.418,-19.863,-18.749
283.4281,48.779,-48.693,-23.203,-16.388
283.4441,46.033,-45.947,-26.543,-14.055
283.4601,43.270,-43.183,-29.883,-11.606
283.4761,40.497,-40.408,-33.223,-9.150
283.4921,37.706,-37.620,-36.387,-6.663
283.5081,34.901,-34.815,-38.408,-4.143
283.5243,32.097,-32.008,-39.111,-1.559
283.5401,29.293,-29.206,-39.111,1.012
283.5561,26.489,-26.402,-38.584,3.634
283.5721,23.689,-23.602,-37.529,6.276
283.5881,20.883,-20.794,-35.947,8.840
283.6041,18.084,-17.996,-34.014,11.320
283.6201,15.285,-15.198,-31.816,13.465
283.6360,12.479,-12.389,-29.180,15.197
283.6521,9.679,-9.590,-26.279,16.938
283.6681,6.879,-6.793,-23.115,18.259
283.6841,4.075,-3.990,-19.688,19.229
283.7001,1.278,-1.189,-16.260,19.927
283.7161,-1.523,1.607,-12.656,20.322
283.7321,-4.324,4.406,-9.053,20.378
283.7483,-7.122,7.201,-5.273,20.191
283.7641,-9.925,10.004,-1.670,19.715
283.7801,-12.725,12.806,2.021,18.954
283.7960,-15.526,15.609,5.625,18.050
283.8120,-18.330,18.414,9.229,16.818
283.8281,-21.128,21.214,12.920,15.479
283.8441,-23.930,24.014,16.436,14.038
283.8600,-26.734,26.819,20.127,12.383
283.8762,-29.532,29.620,23.730,10.601
283.8920,-32.333,32.244,27.422,8.897
283.9080,-35.135,35.223,31.025,6.913
283.9240,-37.935,38.022,34.629,4.870
283.9400,-40.739,40.824,38.232,2.755
283.9560,-43.541,43.625,41.924,0.425
283.9720,-46.342,46.425,45.615,-1.874
283.9880,-49.145,49.227,49.131,-4.203
284.0040,-51.944,52.026,52.910,-6.501
284.0200,-54.748,54.829,56.162,-8.999
284.0360,-57.548,57.628,58.271,-11.311
284.0520,-60.348,60.429,59.326,-13.921
284.0680,-63.148,63.054,59.766,-16.351
284.0840,-65.949,66.032,59.766,-19.058
284.1000,-68.749,68.832,59.414,-21.660
284.1160,-71.552,71.633,58.623,-24.122
284.1320,-74.354,74.438,57.393,-26.716
284.1480,-77.159,77.064,55.723,-29.286
284.1640,-79.964,80.048,53.701,-31.837
284.1800,-82.763,82.844,51.328,-34.347
284.1960,-85.564,85.646,48.516,-36.650
284.2120,-88.365,88.450,45.615,-38.716
284.2280,-91.161,91.249,42.539,-40.690
284.2440,-93.962,94.051,39.199,-42.332
284.2600,-96.761,96.679,35.859,-43.823
284.2760,-99.560,99.478,32.432,-45.180
284.2920,-102.361,102.452,29.004,-46.243
284.3080,-105.007,105.059,25.400,-47.086
284.3240,-107.265,107.334,21.621,-47.625
284.3400,-109.471,109.558,18.018,-47.890
284.3560,-111.698,111.769,14.590,-47.909
284.3720,-113.871,113.940,11.074,-47.675
284.3880,-115.959,115.906,7.646,-47.134
284.4040,-118.000,118.066,4.131,-46.265
284.4200,-120.007,120.058,0.791,-45.243
284.4360,-121.950,121.893,-2.637,-44.150
284.4520,-123.844,123.911,-6.064,-42.714
284.4680,-125.678,125.738,-9.404,-41.099
284.4840,-127.453,127.509,-12.832,-39.449
284.5000,-129.175,129.120,-16.172,-37.743
284.5160,-130.847,130.895,-19.600,-35.883
284.5320,-132.447,132.506,-23.027,-33.921
284.5480,-133.992,133.957,-26.367,-31.800
284.5640,-135.475,135.433,-29.707,-29.684
284.5800,-136.890,136.845,-33.047,-27.449
284.5960,-138.236,138.272,-36.387,-25.179
284.6120,-139.511,139.468,-38.408,-22.832
284.6280,-140.722,140.680,-39.199,-20.438
284.6440,-141.874,141.901,-39.287,-18.019
284.6600,-142.953,142.989,-38.936,-15.576
284.6760,-143.966,143.993,-38.057,-13.018
284.6920,-144.899,144.914,-36.738,-10.519
284.7080,-145.747,145.712,-34.980,-7.917
284.7240,-146.530,146.550,-32.783,-5.183
284.7400,-147.245,147.215,-30.322,-2.685
284.7562,-147.872,147.884,-27.510,0.045
284.7720,-148.427,148.397,-24.434,2.407
284.7879,-148.891,148.869,-21.182,4.839
284.8040,-149.269,149.247,-17.754,7.185
284.8200,-149.565,149.572,-14.062,9.341
284.8360,-149.782,149.780,-10.459,11.342
284.8520,-149.909,149.923,-6.592,13.149
284.8680,-149.960,149.973,-2.900,14.728
284.8840,-149.965,149.968,0.879,16.132
284.9002,-149.947,149.920,4.658,17.348
